Collection_code,N_samples,id
ebird,496,PA_Harrisburg_C_C_8131
other,0,PA_Harrisburg_C_C_8131
iNaturalist,0,PA_Harrisburg_C_C_8131
ebird,20,PA_Harrisburg_D_D_8132
other,0,PA_Harrisburg_D_D_8132
iNaturalist,0,PA_Harrisburg_D_D_8132
ebird,15,PA_Harrisburg_D_D_8133
other,0,PA_Harrisburg_D_D_8133
iNaturalist,0,PA_Harrisburg_D_D_8133
ebird,7,PA_Harrisburg_D_D_8134
other,0,PA_Harrisburg_D_D_8134
iNaturalist,0,PA_Harrisburg_D_D_8134
ebird,210,PA_Harrisburg_D_D_8135
iNaturalist,1,PA_Harrisburg_D_D_8135
other,0,PA_Harrisburg_D_D_8135
ebird,52,PA_Harrisburg_D_D_8136
other,0,PA_Harrisburg_D_D_8136
iNaturalist,0,PA_Harrisburg_D_D_8136
ebird,185,PA_Harrisburg_D_D_8137
other,0,PA_Harrisburg_D_D_8137
iNaturalist,0,PA_Harrisburg_D_D_8137
ebird,1,PA_Harrisburg_D_D_8138
other,0,PA_Harrisburg_D_D_8138
iNaturalist,0,PA_Harrisburg_D_D_8138
ebird,201,PA_Harrisburg_D_D_8139
other,11,PA_Harrisburg_D_D_8139
iNaturalist,0,PA_Harrisburg_D_D_8139
ebird,777,PA_Harrisburg_D_D_8141
other,5,PA_Harrisburg_D_D_8141
iNaturalist,0,PA_Harrisburg_D_D_8141
ebird,42,PA_Harrisburg_D_D_8142
other,0,PA_Harrisburg_D_D_8142
iNaturalist,0,PA_Harrisburg_D_D_8142
ebird,269,PA_Harrisburg_D_D_8144
other,0,PA_Harrisburg_D_D_8144
iNaturalist,0,PA_Harrisburg_D_D_8144
ebird,786,PA_Harrisburg_D_D_8145
other,0,PA_Harrisburg_D_D_8145
iNaturalist,0,PA_Harrisburg_D_D_8145
ebird,262,PA_Harrisburg_D_D_8146
iNaturalist,1,PA_Harrisburg_D_D_8146
other,21,PA_Harrisburg_D_D_8146
ebird,1,PA_Harrisburg_D_D_8148
other,0,PA_Harrisburg_D_D_8148
iNaturalist,0,PA_Harrisburg_D_D_8148
ebird,3,PA_Harrisburg_D_D_8149
other,0,PA_Harrisburg_D_D_8149
iNaturalist,0,PA_Harrisburg_D_D_8149
ebird,156,PA_Harrisburg_D_D_8150
other,0,PA_Harrisburg_D_D_8150
iNaturalist,0,PA_Harrisburg_D_D_8150
ebird,40,PA_Harrisburg_D_D_8151
iNaturalist,3,PA_Harrisburg_D_D_8151
other,0,PA_Harrisburg_D_D_8151
ebird,71,PA_Johnstown_B1_B_8152
iNaturalist,2,PA_Johnstown_B1_B_8152
other,0,PA_Johnstown_B1_B_8152
ebird,24,PA_Johnstown_B2_B_8153
other,0,PA_Johnstown_B2_B_8153
iNaturalist,0,PA_Johnstown_B2_B_8153
ebird,24,PA_Johnstown_B3_B_8154
other,0,PA_Johnstown_B3_B_8154
iNaturalist,0,PA_Johnstown_B3_B_8154
iNaturalist,2,PA_Johnstown_B4_B_8155
other,0,PA_Johnstown_B4_B_8155
ebird,0,PA_Johnstown_B4_B_8155
ebird,1,PA_Johnstown_B5_B_8156
other,0,PA_Johnstown_B5_B_8156
iNaturalist,0,PA_Johnstown_B5_B_8156
ebird,5,PA_Johnstown_B6_B_8157
other,0,PA_Johnstown_B6_B_8157
iNaturalist,0,PA_Johnstown_B6_B_8157
ebird,51,PA_Johnstown_C1_C_8158
other,0,PA_Johnstown_C1_C_8158
iNaturalist,0,PA_Johnstown_C1_C_8158
ebird,122,PA_Johnstown_C10_C_8159
other,0,PA_Johnstown_C10_C_8159
iNaturalist,0,PA_Johnstown_C10_C_8159
other,0,PA_Johnstown_C12_C_8161
iNaturalist,0,PA_Johnstown_C12_C_8161
ebird,0,PA_Johnstown_C12_C_8161
ebird,2,PA_Johnstown_C13_C_8162
other,0,PA_Johnstown_C13_C_8162
iNaturalist,0,PA_Johnstown_C13_C_8162
ebird,31,PA_Johnstown_C14_C_8163
other,0,PA_Johnstown_C14_C_8163
iNaturalist,0,PA_Johnstown_C14_C_8163
ebird,10,PA_Johnstown_C15_C_8164
other,0,PA_Johnstown_C15_C_8164
iNaturalist,0,PA_Johnstown_C15_C_8164
ebird,9,PA_Johnstown_C2_C_8165
other,0,PA_Johnstown_C2_C_8165
iNaturalist,0,PA_Johnstown_C2_C_8165
ebird,8,PA_Johnstown_C3_C_8166
other,0,PA_Johnstown_C3_C_8166
iNaturalist,0,PA_Johnstown_C3_C_8166
ebird,410,PA_Johnstown_C4_C_8167
other,14,PA_Johnstown_C4_C_8167
iNaturalist,0,PA_Johnstown_C4_C_8167
ebird,5,PA_Johnstown_C5_C_8168
other,0,PA_Johnstown_C5_C_8168
iNaturalist,0,PA_Johnstown_C5_C_8168
ebird,31,PA_Johnstown_C8_C_8171
other,0,PA_Johnstown_C8_C_8171
iNaturalist,0,PA_Johnstown_C8_C_8171
ebird,3,PA_Johnstown_C9_C_8172
other,0,PA_Johnstown_C9_C_8172
iNaturalist,0,PA_Johnstown_C9_C_8172
other,0,PA_Johnstown_D1_D_8173
iNaturalist,0,PA_Johnstown_D1_D_8173
ebird,0,PA_Johnstown_D1_D_8173
ebird,45,PA_Johnstown_D11_D_8175
other,0,PA_Johnstown_D11_D_8175
iNaturalist,0,PA_Johnstown_D11_D_8175
other,0,PA_Johnstown_D13_D_8177
iNaturalist,0,PA_Johnstown_D13_D_8177
ebird,0,PA_Johnstown_D13_D_8177
ebird,14,PA_Johnstown_D14_D_8178
other,0,PA_Johnstown_D14_D_8178
iNaturalist,0,PA_Johnstown_D14_D_8178
ebird,4,PA_Johnstown_D3_D_8180
other,0,PA_Johnstown_D3_D_8180
iNaturalist,0,PA_Johnstown_D3_D_8180
other,0,PA_Johnstown_D4_D_8181
iNaturalist,0,PA_Johnstown_D4_D_8181
ebird,0,PA_Johnstown_D4_D_8181
ebird,3,PA_Johnstown_D7_D_8184
other,0,PA_Johnstown_D7_D_8184
iNaturalist,0,PA_Johnstown_D7_D_8184
other,4,PA_Johnstown_D8_D_8185
iNaturalist,0,PA_Johnstown_D8_D_8185
ebird,0,PA_Johnstown_D8_D_8185
ebird,525,PA_Lancaster_A1_A_8187
iNaturalist,1,PA_Lancaster_A1_A_8187
other,11,PA_Lancaster_A1_A_8187
ebird,7,PA_Lancaster_A10_A_8188
iNaturalist,1,PA_Lancaster_A10_A_8188
other,8,PA_Lancaster_A10_A_8188
other,0,PA_Lancaster_A2_A_8189
iNaturalist,0,PA_Lancaster_A2_A_8189
ebird,0,PA_Lancaster_A2_A_8189
ebird,55,PA_Lancaster_A3_A_8190
other,0,PA_Lancaster_A3_A_8190
iNaturalist,0,PA_Lancaster_A3_A_8190
other,0,PA_Lancaster_A4_A_8191
iNaturalist,0,PA_Lancaster_A4_A_8191
ebird,0,PA_Lancaster_A4_A_8191
ebird,549,PA_Lancaster_A5_A_8192
other,0,PA_Lancaster_A5_A_8192
iNaturalist,0,PA_Lancaster_A5_A_8192
iNaturalist,1,PA_Lancaster_A6_A_8193
other,7,PA_Lancaster_A6_A_8193
ebird,0,PA_Lancaster_A6_A_8193
ebird,34,PA_Lancaster_A7_A_8194
other,8,PA_Lancaster_A7_A_8194
iNaturalist,0,PA_Lancaster_A7_A_8194
ebird,2,PA_Lancaster_A8_A_8196
other,0,PA_Lancaster_A8_A_8196
iNaturalist,0,PA_Lancaster_A8_A_8196
ebird,28,PA_Lancaster_A9_A_8197
other,0,PA_Lancaster_A9_A_8197
iNaturalist,0,PA_Lancaster_A9_A_8197
ebird,14,PA_Lancaster_B1_B_8198
other,0,PA_Lancaster_B1_B_8198
iNaturalist,0,PA_Lancaster_B1_B_8198
ebird,33,PA_Lancaster_B10_B_8199
other,0,PA_Lancaster_B10_B_8199
iNaturalist,0,PA_Lancaster_B10_B_8199
ebird,41,PA_Lancaster_B12_B_8201
other,0,PA_Lancaster_B12_B_8201
iNaturalist,0,PA_Lancaster_B12_B_8201
ebird,139,PA_Lancaster_B13_B_8202
other,82,PA_Lancaster_B13_B_8202
iNaturalist,0,PA_Lancaster_B13_B_8202
ebird,9,PA_Lancaster_B13_B_8203
other,0,PA_Lancaster_B13_B_8203
iNaturalist,0,PA_Lancaster_B13_B_8203
ebird,4,PA_Lancaster_B14_B_8204
other,0,PA_Lancaster_B14_B_8204
iNaturalist,0,PA_Lancaster_B14_B_8204
ebird,3,PA_Lancaster_B15_B_8205
other,5,PA_Lancaster_B15_B_8205
iNaturalist,0,PA_Lancaster_B15_B_8205
ebird,1,PA_Lancaster_B16_B_8206
iNaturalist,1,PA_Lancaster_B16_B_8206
other,0,PA_Lancaster_B16_B_8206
iNaturalist,1,PA_Lancaster_B17_B_8207
other,0,PA_Lancaster_B17_B_8207
ebird,0,PA_Lancaster_B17_B_8207
ebird,12,PA_Lancaster_B19_B_8209
other,0,PA_Lancaster_B19_B_8209
iNaturalist,0,PA_Lancaster_B19_B_8209
ebird,293,PA_Lancaster_B2_B_8210
iNaturalist,1,PA_Lancaster_B2_B_8210
other,70,PA_Lancaster_B2_B_8210
ebird,1,PA_Lancaster_B4_B_8212
other,0,PA_Lancaster_B4_B_8212
iNaturalist,0,PA_Lancaster_B4_B_8212
ebird,10,PA_Lancaster_B5_B_8213
other,0,PA_Lancaster_B5_B_8213
iNaturalist,0,PA_Lancaster_B5_B_8213
ebird,42,PA_Lancaster_B6_B_8214
other,0,PA_Lancaster_B6_B_8214
iNaturalist,0,PA_Lancaster_B6_B_8214
ebird,5,PA_Lancaster_B7_B_8215
other,0,PA_Lancaster_B7_B_8215
iNaturalist,0,PA_Lancaster_B7_B_8215
ebird,27,PA_Lancaster_B8_B_8216
iNaturalist,2,PA_Lancaster_B8_B_8216
other,0,PA_Lancaster_B8_B_8216
ebird,6,PA_Lancaster_B9_B_8217
other,0,PA_Lancaster_B9_B_8217
iNaturalist,0,PA_Lancaster_B9_B_8217
ebird,20,PA_Lancaster_B9.5_B_8218
other,0,PA_Lancaster_B9.5_B_8218
iNaturalist,0,PA_Lancaster_B9.5_B_8218
ebird,3,PA_Lancaster_C1_C_8219
other,0,PA_Lancaster_C1_C_8219
iNaturalist,0,PA_Lancaster_C1_C_8219
ebird,1202,PA_Lancaster_D2_D_8221
other,19,PA_Lancaster_D2_D_8221
iNaturalist,0,PA_Lancaster_D2_D_8221
other,1,PA_New Castle_A1_A_8223
iNaturalist,0,PA_New Castle_A1_A_8223
ebird,0,PA_New Castle_A1_A_8223
other,0,PA_New Castle_A3_A_8225
iNaturalist,0,PA_New Castle_A3_A_8225
ebird,0,PA_New Castle_A3_A_8225
ebird,4,PA_New Castle_B1_B_8226
other,0,PA_New Castle_B1_B_8226
iNaturalist,0,PA_New Castle_B1_B_8226
iNaturalist,4,PA_New Castle_B2_B_8227
other,0,PA_New Castle_B2_B_8227
ebird,0,PA_New Castle_B2_B_8227
ebird,355,PA_New Castle_B3_B_8228
other,0,PA_New Castle_B3_B_8228
iNaturalist,0,PA_New Castle_B3_B_8228
ebird,26,PA_New Castle_B4_B_8229
other,0,PA_New Castle_B4_B_8229
iNaturalist,0,PA_New Castle_B4_B_8229
ebird,1,PA_New Castle_B6_B_8231
other,0,PA_New Castle_B6_B_8231
iNaturalist,0,PA_New Castle_B6_B_8231
ebird,238,PA_New Castle_C1_C_8232
other,6,PA_New Castle_C1_C_8232
iNaturalist,0,PA_New Castle_C1_C_8232
ebird,50,PA_New Castle_C2_C_8233
other,0,PA_New Castle_C2_C_8233
iNaturalist,0,PA_New Castle_C2_C_8233
ebird,1,PA_New Castle_C3_C_8234
other,0,PA_New Castle_C3_C_8234
iNaturalist,0,PA_New Castle_C3_C_8234
other,4,PA_New Castle_C4_C_8235
iNaturalist,0,PA_New Castle_C4_C_8235
ebird,0,PA_New Castle_C4_C_8235
other,0,PA_New Castle_C5_C_8236
iNaturalist,0,PA_New Castle_C5_C_8236
ebird,0,PA_New Castle_C5_C_8236
other,1,PA_New Castle_C6_C_8237
iNaturalist,0,PA_New Castle_C6_C_8237
ebird,0,PA_New Castle_C6_C_8237
ebird,25,PA_New Castle_C7_C_8238
other,0,PA_New Castle_C7_C_8238
iNaturalist,0,PA_New Castle_C7_C_8238
ebird,1,PA_New Castle_D1_D_8240
other,0,PA_New Castle_D1_D_8240
iNaturalist,0,PA_New Castle_D1_D_8240
other,13,PA_New Castle_D2_D_8241
iNaturalist,0,PA_New Castle_D2_D_8241
ebird,0,PA_New Castle_D2_D_8241
other,2,PA_New Castle_D6_D_8245
iNaturalist,0,PA_New Castle_D6_D_8245
ebird,0,PA_New Castle_D6_D_8245
other,1,PA_New Castle_D9_D_8248
iNaturalist,0,PA_New Castle_D9_D_8248
ebird,0,PA_New Castle_D9_D_8248
ebird,362,PA_Philadelphia_A1_A_8249
iNaturalist,2,PA_Philadelphia_A1_A_8249
other,451,PA_Philadelphia_A1_A_8249
ebird,2459,PA_Philadelphia_A2_A_8250
iNaturalist,1,PA_Philadelphia_A2_A_8250
other,1,PA_Philadelphia_A2_A_8250
ebird,13376,PA_Philadelphia_A3_A_8251
iNaturalist,20,PA_Philadelphia_A3_A_8251
other,12,PA_Philadelphia_A3_A_8251
ebird,3174,PA_Philadelphia_A4_A_8252
iNaturalist,18,PA_Philadelphia_A4_A_8252
other,15,PA_Philadelphia_A4_A_8252
ebird,15296,PA_Philadelphia_A4_A_8253
iNaturalist,31,PA_Philadelphia_A4_A_8253
other,7798,PA_Philadelphia_A4_A_8253
ebird,143,PA_Philadelphia_A5_A_8254
other,0,PA_Philadelphia_A5_A_8254
iNaturalist,0,PA_Philadelphia_A5_A_8254
ebird,1752,PA_Philadelphia_A6_A_8255
iNaturalist,14,PA_Philadelphia_A6_A_8255
other,0,PA_Philadelphia_A6_A_8255
ebird,9136,PA_Philadelphia_A7_A_8256
iNaturalist,58,PA_Philadelphia_A7_A_8256
other,0,PA_Philadelphia_A7_A_8256
ebird,31,PA_Philadelphia_A8_A_8257
iNaturalist,1,PA_Philadelphia_A8_A_8257
other,0,PA_Philadelphia_A8_A_8257
ebird,77,PA_Philadelphia_A8_A_8258
iNaturalist,6,PA_Philadelphia_A8_A_8258
other,3,PA_Philadelphia_A8_A_8258
ebird,9699,PA_Philadelphia_A9_A_8259
iNaturalist,65,PA_Philadelphia_A9_A_8259
other,365,PA_Philadelphia_A9_A_8259
ebird,7,PA_Philadelphia_B_B_8260
other,0,PA_Philadelphia_B_B_8260
iNaturalist,0,PA_Philadelphia_B_B_8260
ebird,24459,PA_Philadelphia_B1_B_8261
iNaturalist,34,PA_Philadelphia_B1_B_8261
other,43,PA_Philadelphia_B1_B_8261
ebird,265,PA_Philadelphia_B10_B_8262
iNaturalist,2,PA_Philadelphia_B10_B_8262
other,0,PA_Philadelphia_B10_B_8262
ebird,2,PA_Philadelphia_B11_B_8263
iNaturalist,1,PA_Philadelphia_B11_B_8263
other,0,PA_Philadelphia_B11_B_8263
ebird,49,PA_Philadelphia_B12_B_8264
iNaturalist,4,PA_Philadelphia_B12_B_8264
other,0,PA_Philadelphia_B12_B_8264
ebird,54,PA_Philadelphia_B13_B_8265
iNaturalist,1,PA_Philadelphia_B13_B_8265
other,0,PA_Philadelphia_B13_B_8265
ebird,433,PA_Philadelphia_B14_B_8266
iNaturalist,8,PA_Philadelphia_B14_B_8266
other,0,PA_Philadelphia_B14_B_8266
ebird,104,PA_Philadelphia_B15_B_8267
iNaturalist,3,PA_Philadelphia_B15_B_8267
other,0,PA_Philadelphia_B15_B_8267
ebird,534,PA_Philadelphia_B16_B_8268
iNaturalist,123,PA_Philadelphia_B16_B_8268
other,0,PA_Philadelphia_B16_B_8268
ebird,79,PA_Philadelphia_B17_B_8269
iNaturalist,6,PA_Philadelphia_B17_B_8269
other,7,PA_Philadelphia_B17_B_8269
ebird,53,PA_Philadelphia_B18_B_8270
iNaturalist,4,PA_Philadelphia_B18_B_8270
other,1,PA_Philadelphia_B18_B_8270
ebird,118,PA_Philadelphia_B18a_B_8271
other,0,PA_Philadelphia_B18a_B_8271
iNaturalist,0,PA_Philadelphia_B18a_B_8271
ebird,987,PA_Philadelphia_B19_B_8272
iNaturalist,17,PA_Philadelphia_B19_B_8272
other,0,PA_Philadelphia_B19_B_8272
ebird,37,PA_Philadelphia_B19_B_8273
iNaturalist,8,PA_Philadelphia_B19_B_8273
other,0,PA_Philadelphia_B19_B_8273
ebird,295,PA_Philadelphia_B2_B_8274
iNaturalist,7,PA_Philadelphia_B2_B_8274
other,0,PA_Philadelphia_B2_B_8274
other,0,PA_Philadelphia_B20_B_8275
iNaturalist,0,PA_Philadelphia_B20_B_8275
ebird,0,PA_Philadelphia_B20_B_8275
ebird,9,PA_Philadelphia_B20_B_8276
iNaturalist,1,PA_Philadelphia_B20_B_8276
other,0,PA_Philadelphia_B20_B_8276
ebird,1692,PA_Philadelphia_B24_B_8277
iNaturalist,19,PA_Philadelphia_B24_B_8277
other,9,PA_Philadelphia_B24_B_8277
ebird,28375,PA_Philadelphia_B3_B_8278
iNaturalist,7,PA_Philadelphia_B3_B_8278
other,1754,PA_Philadelphia_B3_B_8278
ebird,6,PA_Philadelphia_B3_B_8279
other,0,PA_Philadelphia_B3_B_8279
iNaturalist,0,PA_Philadelphia_B3_B_8279
ebird,807,PA_Philadelphia_B4_B_8280
iNaturalist,5,PA_Philadelphia_B4_B_8280
other,0,PA_Philadelphia_B4_B_8280
ebird,4343,PA_Philadelphia_B5_B_8281
iNaturalist,108,PA_Philadelphia_B5_B_8281
other,65,PA_Philadelphia_B5_B_8281
ebird,36,PA_Philadelphia_B5_B_8282
iNaturalist,12,PA_Philadelphia_B5_B_8282
other,0,PA_Philadelphia_B5_B_8282
ebird,120,PA_Philadelphia_B6_B_8283
other,0,PA_Philadelphia_B6_B_8283
iNaturalist,0,PA_Philadelphia_B6_B_8283
ebird,9119,PA_Philadelphia_B7_B_8284
iNaturalist,15,PA_Philadelphia_B7_B_8284
other,175,PA_Philadelphia_B7_B_8284
ebird,14193,PA_Philadelphia_B8_B_8285
iNaturalist,8,PA_Philadelphia_B8_B_8285
other,84,PA_Philadelphia_B8_B_8285
ebird,12,PA_Philadelphia_B9_B_8286
other,0,PA_Philadelphia_B9_B_8286
iNaturalist,0,PA_Philadelphia_B9_B_8286
ebird,54,PA_Philadelphia_B9_B_8287
iNaturalist,7,PA_Philadelphia_B9_B_8287
other,0,PA_Philadelphia_B9_B_8287
ebird,41,PA_Philadelphia_C_C_8288
other,0,PA_Philadelphia_C_C_8288
iNaturalist,0,PA_Philadelphia_C_C_8288
ebird,2429,PA_Philadelphia_C_C_8289
iNaturalist,5,PA_Philadelphia_C_C_8289
other,408,PA_Philadelphia_C_C_8289
ebird,475,PA_Philadelphia_C1_C_8290
iNaturalist,13,PA_Philadelphia_C1_C_8290
other,0,PA_Philadelphia_C1_C_8290
ebird,175,PA_Philadelphia_C10_C_8291
iNaturalist,14,PA_Philadelphia_C10_C_8291
other,3,PA_Philadelphia_C10_C_8291
ebird,115,PA_Philadelphia_C11_C_8292
other,0,PA_Philadelphia_C11_C_8292
iNaturalist,0,PA_Philadelphia_C11_C_8292
ebird,112,PA_Philadelphia_C11_C_8293
other,0,PA_Philadelphia_C11_C_8293
iNaturalist,0,PA_Philadelphia_C11_C_8293
ebird,208,PA_Philadelphia_C12_C_8294
other,0,PA_Philadelphia_C12_C_8294
iNaturalist,0,PA_Philadelphia_C12_C_8294
ebird,9,PA_Philadelphia_C13_C_8295
other,0,PA_Philadelphia_C13_C_8295
iNaturalist,0,PA_Philadelphia_C13_C_8295
ebird,2532,PA_Philadelphia_C14_C_8296
iNaturalist,93,PA_Philadelphia_C14_C_8296
other,11,PA_Philadelphia_C14_C_8296
iNaturalist,7,PA_Philadelphia_C15_C_8297
other,0,PA_Philadelphia_C15_C_8297
ebird,0,PA_Philadelphia_C15_C_8297
ebird,39,PA_Philadelphia_C16_C_8298
iNaturalist,8,PA_Philadelphia_C16_C_8298
other,0,PA_Philadelphia_C16_C_8298
ebird,3,PA_Philadelphia_C2_C_8299
other,8,PA_Philadelphia_C2_C_8299
iNaturalist,0,PA_Philadelphia_C2_C_8299
ebird,51,PA_Philadelphia_C2_C_8300
iNaturalist,5,PA_Philadelphia_C2_C_8300
other,0,PA_Philadelphia_C2_C_8300
ebird,96,PA_Philadelphia_C3_C_8301
iNaturalist,12,PA_Philadelphia_C3_C_8301
other,23,PA_Philadelphia_C3_C_8301
ebird,8645,PA_Philadelphia_C4_C_8302
iNaturalist,5,PA_Philadelphia_C4_C_8302
other,37,PA_Philadelphia_C4_C_8302
ebird,401,PA_Philadelphia_C4_C_8303
iNaturalist,16,PA_Philadelphia_C4_C_8303
other,4,PA_Philadelphia_C4_C_8303
ebird,1685,PA_Philadelphia_C5_C_8304
iNaturalist,29,PA_Philadelphia_C5_C_8304
other,400,PA_Philadelphia_C5_C_8304
ebird,21,PA_Philadelphia_C6_C_8305
iNaturalist,3,PA_Philadelphia_C6_C_8305
other,0,PA_Philadelphia_C6_C_8305
ebird,946,PA_Philadelphia_C6_C_8306
iNaturalist,23,PA_Philadelphia_C6_C_8306
other,0,PA_Philadelphia_C6_C_8306
ebird,73,PA_Philadelphia_C7_C_8307
iNaturalist,1,PA_Philadelphia_C7_C_8307
other,0,PA_Philadelphia_C7_C_8307
ebird,4,PA_Philadelphia_C8_C_8308
iNaturalist,3,PA_Philadelphia_C8_C_8308
other,0,PA_Philadelphia_C8_C_8308
ebird,39,PA_Philadelphia_C9_C_8309
iNaturalist,1,PA_Philadelphia_C9_C_8309
other,0,PA_Philadelphia_C9_C_8309
ebird,127,PA_Philadelphia_D1_D_8310
iNaturalist,1,PA_Philadelphia_D1_D_8310
other,0,PA_Philadelphia_D1_D_8310
ebird,65,PA_Philadelphia_D10_D_8311
iNaturalist,6,PA_Philadelphia_D10_D_8311
other,0,PA_Philadelphia_D10_D_8311
ebird,15,PA_Philadelphia_D11_D_8312
iNaturalist,1,PA_Philadelphia_D11_D_8312
other,0,PA_Philadelphia_D11_D_8312
ebird,417,PA_Philadelphia_D12_D_8313
iNaturalist,22,PA_Philadelphia_D12_D_8313
other,21,PA_Philadelphia_D12_D_8313
ebird,149,PA_Philadelphia_D13_D_8314
iNaturalist,5,PA_Philadelphia_D13_D_8314
other,0,PA_Philadelphia_D13_D_8314
ebird,1778,PA_Philadelphia_D14_D_8315
iNaturalist,47,PA_Philadelphia_D14_D_8315
other,0,PA_Philadelphia_D14_D_8315
ebird,454,PA_Philadelphia_D15_D_8316
iNaturalist,12,PA_Philadelphia_D15_D_8316
other,2,PA_Philadelphia_D15_D_8316
ebird,1170,PA_Philadelphia_D16_D_8317
iNaturalist,11,PA_Philadelphia_D16_D_8317
other,2,PA_Philadelphia_D16_D_8317
ebird,1827,PA_Philadelphia_D17_D_8318
iNaturalist,72,PA_Philadelphia_D17_D_8318
other,3,PA_Philadelphia_D17_D_8318
ebird,1921,PA_Philadelphia_D18_D_8319
iNaturalist,41,PA_Philadelphia_D18_D_8319
other,22,PA_Philadelphia_D18_D_8319
ebird,166,PA_Philadelphia_D19_D_8320
iNaturalist,8,PA_Philadelphia_D19_D_8320
other,3,PA_Philadelphia_D19_D_8320
ebird,464,PA_Philadelphia_D2_D_8321
other,0,PA_Philadelphia_D2_D_8321
iNaturalist,0,PA_Philadelphia_D2_D_8321
ebird,11425,PA_Philadelphia_D20_D_8322
iNaturalist,25,PA_Philadelphia_D20_D_8322
other,8,PA_Philadelphia_D20_D_8322
ebird,185,PA_Philadelphia_D21_D_8323
other,0,PA_Philadelphia_D21_D_8323
iNaturalist,0,PA_Philadelphia_D21_D_8323
ebird,32,PA_Philadelphia_D22_D_8324
other,0,PA_Philadelphia_D22_D_8324
iNaturalist,0,PA_Philadelphia_D22_D_8324
ebird,11,PA_Philadelphia_D22_D_8325
other,0,PA_Philadelphia_D22_D_8325
iNaturalist,0,PA_Philadelphia_D22_D_8325
ebird,533761,PA_Philadelphia_D23_D_8326
iNaturalist,1371,PA_Philadelphia_D23_D_8326
other,14880,PA_Philadelphia_D23_D_8326
ebird,11,PA_Philadelphia_D3_D_8327
other,0,PA_Philadelphia_D3_D_8327
iNaturalist,0,PA_Philadelphia_D3_D_8327
ebird,81,PA_Philadelphia_D4_D_8328
other,0,PA_Philadelphia_D4_D_8328
iNaturalist,0,PA_Philadelphia_D4_D_8328
other,0,PA_Philadelphia_D4_D_8329
iNaturalist,0,PA_Philadelphia_D4_D_8329
ebird,0,PA_Philadelphia_D4_D_8329
ebird,3,PA_Philadelphia_D4b_D_8330
other,0,PA_Philadelphia_D4b_D_8330
iNaturalist,0,PA_Philadelphia_D4b_D_8330
other,0,PA_Philadelphia_D4c_D_8331
iNaturalist,0,PA_Philadelphia_D4c_D_8331
ebird,0,PA_Philadelphia_D4c_D_8331
iNaturalist,1,PA_Philadelphia_D4d_D_8332
other,0,PA_Philadelphia_D4d_D_8332
ebird,0,PA_Philadelphia_D4d_D_8332
ebird,1511,PA_Philadelphia_D5_D_8333
iNaturalist,18,PA_Philadelphia_D5_D_8333
other,106,PA_Philadelphia_D5_D_8333
other,0,PA_Philadelphia_D6_D_8334
iNaturalist,0,PA_Philadelphia_D6_D_8334
ebird,0,PA_Philadelphia_D6_D_8334
ebird,654,PA_Philadelphia_D7_D_8335
iNaturalist,9,PA_Philadelphia_D7_D_8335
other,4,PA_Philadelphia_D7_D_8335
other,0,PA_Philadelphia_D8_D_8336
iNaturalist,0,PA_Philadelphia_D8_D_8336
ebird,0,PA_Philadelphia_D8_D_8336
ebird,116,PA_Philadelphia_D9_D_8337
iNaturalist,18,PA_Philadelphia_D9_D_8337
other,1,PA_Philadelphia_D9_D_8337
ebird,3203,PA_Philadelphia_E1_A_8338
iNaturalist,26,PA_Philadelphia_E1_A_8338
other,53,PA_Philadelphia_E1_A_8338
ebird,38,PA_Philadelphia_E2_B_8339
iNaturalist,1,PA_Philadelphia_E2_B_8339
other,0,PA_Philadelphia_E2_B_8339
ebird,11253,PA_Philadelphia_E3_B_8340
iNaturalist,231,PA_Philadelphia_E3_B_8340
other,735,PA_Philadelphia_E3_B_8340
ebird,14229,PA_Philadelphia_E4_B_8341
iNaturalist,30,PA_Philadelphia_E4_B_8341
other,93,PA_Philadelphia_E4_B_8341
ebird,458,PA_Philadelphia_E5_C_8342
iNaturalist,12,PA_Philadelphia_E5_C_8342
other,1,PA_Philadelphia_E5_C_8342
ebird,53475,PA_Philadelphia_E6_B_8343
iNaturalist,410,PA_Philadelphia_E6_B_8343
other,10015,PA_Philadelphia_E6_B_8343
ebird,437,PA_Philadelphia_E7_B_8344
iNaturalist,17,PA_Philadelphia_E7_B_8344
other,18,PA_Philadelphia_E7_B_8344
ebird,101,PA_Pittsburgh_A1_A_8345
other,0,PA_Pittsburgh_A1_A_8345
iNaturalist,0,PA_Pittsburgh_A1_A_8345
ebird,3460,PA_Pittsburgh_A10_A_8346
iNaturalist,6,PA_Pittsburgh_A10_A_8346
other,10,PA_Pittsburgh_A10_A_8346
ebird,31,PA_Pittsburgh_A11_A_8347
iNaturalist,3,PA_Pittsburgh_A11_A_8347
other,0,PA_Pittsburgh_A11_A_8347
ebird,2,PA_Pittsburgh_A2_A_8348
iNaturalist,1,PA_Pittsburgh_A2_A_8348
other,0,PA_Pittsburgh_A2_A_8348
ebird,6282,PA_Pittsburgh_A3_A_8349
iNaturalist,7,PA_Pittsburgh_A3_A_8349
other,0,PA_Pittsburgh_A3_A_8349
ebird,843,PA_Pittsburgh_A4_A_8350
iNaturalist,3,PA_Pittsburgh_A4_A_8350
other,0,PA_Pittsburgh_A4_A_8350
ebird,2146,PA_Pittsburgh_A5_A_8351
iNaturalist,41,PA_Pittsburgh_A5_A_8351
other,4,PA_Pittsburgh_A5_A_8351
